book_title,goodreads_id,isbn,isbn13,asin,image_url,publication_year,publication_month,publication_day,publisher,language_code,description,work,num_pages,format,url,link,authors,series_works
The Goldfinch,17333223,0316055433,9780316055437,"",http://d.gr-assets.com/books/1378710146m/17333223.jpg,2013,10,22,"Little, Brown and Company",eng,"It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mother, he clings to one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art.<br><br>As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love-and at the center of a narrowing, ever more dangerous circle.<br><br><em>The Goldfinch</em> is a novel of shocking narrative energy and power. It combines unforgettably vivid characters, mesmerizing language, and breathtaking suspense, while plumbing with a philosopher's calm the deepest mysteries of love, identity, and art. It is a beautiful, stay-up-all-night and tell-all-your-friends triumph, an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate.","#<Hashie::Mash best_book_id=17333223 books_count=93 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=39669069 id=24065147 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=2013 original_title=""The Goldfinch"" rating_dist=""5:96303|4:95988|3:58422|2:21819|1:11409|total:283941"" ratings_count=283941 ratings_sum=1095780 reviews_count=548374 text_reviews_count=34150>",771,Hardcover,http://www.goodreads.com/book/show/17333223-the-goldfinch,http://www.goodreads.com/book/show/17333223-the-goldfinch,,
52 Cups of Coffee: Inspiring and insightful stories for navigating life's uncertainties,10144223,"",9781453572894,"",http://d.gr-assets.com/books/1355048986m/10144223.jpg,2011,1,5,Xlibris,,Religion and violence—the two concepts seem incompatible. Yet many scriptures contain martial images and stories of god-inspired military conquest. This book confronts this theological contradiction from an interfaith perspective and makes a compelling case for offering peace education and interreligious dialogue on a global scale.,"#<Hashie::Mash best_book_id=10144223 books_count=1 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=4766843 id=15042446 media_type=""book"" original_language_id=nil original_publication_day=5 original_publication_month=1 original_publication_year=2011 original_title=nil rating_dist=""5:2|4:0|3:0|2:0|1:2|total:4"" ratings_count=4 ratings_sum=12 reviews_count=10 text_reviews_count=3>",186,Paperback,http://www.goodreads.com/book/show/10144223-the-spiritual-power-of-nonviolence,http://www.goodreads.com/book/show/10144223-the-spiritual-power-of-nonviolence,,
Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,7324659,0061718947,9780061718946,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,6,8,Ecco,en-US,"In the ten years since his classic <em>Kitchen Confidential</em> first alerted us to the idiosyncrasies and lurking perils of eating out, from Monday fish to the breadbasket conspiracy, much has changed for the subculture of chefs and cooks, for the restaurant businessand for Anthony Bourdain. <p><em>Medium Raw</em> explores these changes, moving back and forth from the author's bad old days to the present. Tracking his own strange and unexpected voyage from journeyman cook to globe-traveling professional eater and drinker, and even to fatherhood, Bourdain takes no prisoners as he dissects what he's seen, pausing along the way for a series of confessions, rants, investigations, and interrogations of some of the most controversial figures in food.<br><br>Beginning with a secret and highly illegal after-hours gathering of powerful chefs that he compares to a mafia summit, Bourdain pulls back the curtain—but never pulls his punches—on the modern gastronomical revolution, as only he can. Cutting right to the bone, Bourdain sets his sights on some of the biggest names in the foodie world, including David Chang, the young superstar chef who has radicalized the fine-dining landscape; the revered Alice Waters, whom he treats with unapologetic frankness; the <em>Top Chef</em> winners and losers; and many more.<br><br>And always he returns to the question ""Why cook?"" Or the more difficult ""Why cook well?"" <em>Medium Raw</em> is the deliciously funny and shockingly delectable journey to those answers, sure to delight philistines and gourmands alike.</p>","#<Hashie::Mash best_book_id=7324659 books_count=30 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=359659 id=8914542 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=2010 original_title=""Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook"" rating_dist=""5:4219|4:8017|3:6038|2:1318|1:370|total:19962"" ratings_count=19962 ratings_sum=74283 reviews_count=35206 text_reviews_count=1837>",281,Hardcover,http://www.goodreads.com/book/show/7324659-medium-raw,http://www.goodreads.com/book/show/7324659-medium-raw,,
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,18668059,1591846358,9781591846352,"",http://d.gr-assets.com/books/1391440316m/18668059.jpg,2014,5,1,Portfolio,eng,"<strong>“The impediment to action advances action. What stands in the way becomes the way.” — Marcus Aurelius</strong><br><br>We are stuck, stymied, frustrated. But it needn’t be this way. There is a formula for success that’s been followed by the icons of history—from John D. Rockefeller to Amelia Earhart to Ulysses S. Grant to Steve Jobs—a formula that let them turn obstacles into opportunities. Faced with impossible situations, they found the astounding triumphs we all seek.<br><br>These men and women were not exceptionally brilliant, lucky, or gifted. Their success came from timeless philosophical principles laid down by a Roman emperor who struggled to articulate a method for excellence in any and all situations.<br><br>This book reveals that formula for the first time—and shows us how we can turn our own adversity into advantage.","#<Hashie::Mash best_book_id=18668059 books_count=7 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-44 id=26493723 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=5 original_publication_year=2014 original_title=nil rating_dist=""5:1819|4:1542|3:886|2:276|1:141|total:4664"" ratings_count=4664 ratings_sum=18614 reviews_count=13593 text_reviews_count=389>",224,Hardcover,http://www.goodreads.com/book/show/18668059-the-obstacle-is-the-way,http://www.goodreads.com/book/show/18668059-the-obstacle-is-the-way,,
The 48 Laws of Power,1303,0140280197,9780140280197,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,9,1,Penguin (Business),,"This amoral, cunning, ruthless, and instructive book synthesizes the philosophies of Machiavelli, Sun Tzu, and Carl Von Clausewitz with the historical legacies of statesmen, warriors, seducers, and con men throughout the ages.","#<Hashie::Mash best_book_id=1303 books_count=47 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=5020616 id=1297604 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1998 original_title=""The 48 Laws of Power"" rating_dist=""5:11151|4:7122|3:3728|2:1117|1:538|total:23656"" ratings_count=23656 ratings_sum=98199 reviews_count=55309 text_reviews_count=1330>",496,Paperback,http://www.goodreads.com/book/show/1303.The_48_Laws_of_Power,http://www.goodreads.com/book/show/1303.The_48_Laws_of_Power,"[""Robert Greene"", ""Joost Elffers""]","
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,1319,0446691437,9780446691437,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,4,1,Warner Books,eng,"<em>The Art of War</em> meets ""The Artist's Way"" in this no-nonsense, profoundly inspiring guide to overcoming creative blocks of every kind.","#<Hashie::Mash best_book_id=1319 books_count=25 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=nil id=722104 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2002 original_title=""The War of Art: Break Through the Blocks and Win Your Inner Creative Battles"" rating_dist=""5:8733|4:6236|3:3341|2:1058|1:426|total:19794"" ratings_count=19794 ratings_sum=81174 reviews_count=44768 text_reviews_count=2325>",168,Paperback,http://www.goodreads.com/book/show/1319.The_War_of_Art,http://www.goodreads.com/book/show/1319.The_War_of_Art,"[""Steven Pressfield"", ""Robert McKee""]","
1491: New Revelations of the Americas Before Columbus,39020,1400032059,9781400032051,"",http://d.gr-assets.com/books/1327865228m/39020.jpg,2006,10,10,Vintage,en-US,"In this groundbreaking work of science, history, and archaeology, Charles C. Mann radically alters our understanding of the Americas before the arrival of Columbus in 1492.<br> <br>Contrary to what so many Americans learn in school, the pre-Columbian Indians were not sparsely settled in a pristine wilderness; rather, there were huge numbers of Indians who actively molded and influenced the land around them. The astonishing Aztec capital of Tenochtitlan had running water and immaculately clean streets, and was larger than any contemporary European city. Mexican cultures created corn in a specialized breeding process that it has been called man’s first feat of genetic engineering. Indeed, Indians were not living lightly on the land but were landscaping and manipulating their world in ways that we are only now beginning to understand. Challenging and surprising, this a transformative new look at a rich and fascinating world we only thought we knew.","#<Hashie::Mash best_book_id=39020 books_count=31 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=171430 id=38742 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2005 original_title=""1491"" rating_dist=""5:11484|4:11961|3:6035|2:1466|1:826|total:31772"" ratings_count=31772 ratings_sum=127127 reviews_count=82056 text_reviews_count=2277>",541,Paperback,http://www.goodreads.com/book/show/39020.1491,http://www.goodreads.com/book/show/39020.1491,,
"Zero to One: Notes on Startups, or How to Build the Future",18050143,0804139296,9780804139298,"",http://d.gr-assets.com/books/1414347376m/18050143.jpg,2014,9,16,Crown Business,eng,"<strong><em>#1 NEW YORK TIMES BESTSELLER<br></em><br><br>If you want to build a better future, you must believe in secrets.<br></strong><br>The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In <strong><em>Zero to One</em></strong>, legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. <br><br>Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we’re too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself.<br><br>Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won’t make a search engine. Tomorrow’s champions will not win by competing ruthlessly in today’s marketplace. They will escape competition altogether, because their businesses will be unique. <br><br><em>Zero to One</em> presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places.","#<Hashie::Mash best_book_id=18050143 books_count=22 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=21254563 id=25332940 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2014 original_title=""Zero to One"" rating_dist=""5:6513|4:5289|3:2295|2:554|1:369|total:15020"" ratings_count=15020 ratings_sum=62083 reviews_count=38950 text_reviews_count=1055>",195,Hardcover,http://www.goodreads.com/book/show/18050143-zero-to-one,http://www.goodreads.com/book/show/18050143-zero-to-one,"[""Peter Thiel"", ""Blake  Masters""]","
Pedagogy of the Oppressed,72657,0826412769,9780826412768,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,9,1,Bloomsbury Academic,en-US,"First published in Portuguese in 1968, Pedagogy of the Oppressed was translated and published in English in 1970. The methodology of the late Paulo Freire has helped to empower countless impoverished and illiterate people throughout the world. Freire's work has taken on especial urgency in the United States and Western Europe, where the creation of a permanent underclass among the underprivileged and minorities in cities and urban centers is increasingly accepted as the norm. With a substantive new introduction on Freire's life and the remarkable impact of this book by writer and Freire confidant and authority Donaldo Macedo, this anniversary edition of Pedagogy of the Oppressed will inspire a new generation of educators, students, and general readers for years to come.<br><strong>For more information, visit <a href=""http://www.pedagogyoftheoppressed.com"" target=""_blank"" rel=""nofollow"">www.pedagogyoftheoppressed.com</a>.</strong>","#<Hashie::Mash best_book_id=72657 books_count=47 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=974210 id=915602 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1970 original_title=""Pedagogia do oprimido"" rating_dist=""5:6088|4:3812|3:1587|2:385|1:147|total:12019"" ratings_count=12019 ratings_sum=51366 reviews_count=26270 text_reviews_count=713>",192,Paperback,http://www.goodreads.com/book/show/72657.Pedagogy_of_the_Oppressed,http://www.goodreads.com/book/show/72657.Pedagogy_of_the_Oppressed,"[""Paulo Freire"", ""Myra Bergman Ramos"", ""Donaldo Macedo"", ""Richard Shaull""]","
Mr. Penumbra's 24-Hour Bookstore,13538873,0374214913,9780374214913,"",http://d.gr-assets.com/books/1345089845m/13538873.jpg,2012,10,2,"Farrar, Straus and Giroux",eng,"The Great Recession has shuffled Clay Jannon away from life as a San Francisco web-design drone and into the aisles of Mr. Penumbra’s 24-Hour Bookstore. But after a few days on the job, Clay discovers that the store is more curious than either its name or its gnomic owner might suggest. The bookstore’s secrets extend far beyond its walls.","#<Hashie::Mash best_book_id=13538873 books_count=77 default_chaptering_book_id=24502408 default_description_language_code=nil desc_user_id=4863716 id=6736543 media_type=""book"" original_language_id=nil original_publication_day=2 original_publication_month=10 original_publication_year=2012 original_title=""Mr. Penumbra's 24-Hour Bookstore"" rating_dist=""5:20196|4:35478|3:23467|2:6441|1:1548|total:87130"" ratings_count=87130 ratings_sum=327723 reviews_count=177001 text_reviews_count=15481>",288,Hardcover,http://www.goodreads.com/book/show/13538873-mr-penumbra-s-24-hour-bookstore,http://www.goodreads.com/book/show/13538873-mr-penumbra-s-24-hour-bookstore,,
1493: Uncovering the New World Columbus Created,9862761,0307265722,9780307265722,"",http://d.gr-assets.com/books/1327900945m/9862761.jpg,2011,8,9,Alfred A. Knopf (NY),en-GB,"Over 200 million years ago, geological forces split apart the continents. They developed different suites of flora &amp; fauna. When Columbus came to the Americas, he ended that separation. Driven by the goal of establishing trade with China, he accidentally set off an ecological convulsion as European vessels carried thousands of species to new environs.<br><br>The Columbian Exchange, as researchers call it, is why there are tomatoes in Italy, oranges in Florida, chocolates in Switzerland &amp; chili peppers in Thailand. More important, creatures colonists knew nothing about hitched along. Earthworms, mosquitoes &amp; cockroaches; honeybees, dandelions &amp; African grasses; bacteria, fungi &amp; viruses; rats of every description—all rushed like eager tourists into lands that had never seen their like, changing lives &amp; landscapes.<br><br>Eight decades later, a Spaniard named Legazpi succeeded where Columbus had failed. He sailed west to establish continual trade with China, then the richest, most powerful country. In Manila, a city Legazpi founded, American silver, mined by African &amp; Indian slaves, was sold to Asians in return for silk for Europeans. It was the 1st time that goods &amp; people from every part of the globe were connected in a single worldwide exchange. Much as Columbus created a new world biologically, Legazpi &amp; Spain created a new world economically.<br><br>The Columbian Exchange underlies much of subsequent history. Presenting the latest research by ecologists, anthropologists, archaeologists &amp; historians, Mann shows how the creation of this worldwide network of ecological &amp; economic exchange fostered the rise of Europe, devastated China, convulsed Africa &amp; for two centuries made Mexico City--where Asia, Europe &amp; the new frontier of the Americas interacted--the center of the world. In such encounters, he uncovers the germ of today’s political disputes, from immigration to trade policy to culture wars.","#<Hashie::Mash best_book_id=9862761 books_count=28 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=1468895 id=14754158 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2011 original_title=""1493: Uncovering the New World Columbus Created"" rating_dist=""5:3239|4:3419|3:1630|2:399|1:171|total:8858"" ratings_count=8858 ratings_sum=35730 reviews_count=24981 text_reviews_count=914>",557,Hardcover,http://www.goodreads.com/book/show/9862761-1493,http://www.goodreads.com/book/show/9862761-1493,,
The Non-Designer's Design Book,41597,0321193857,9780321193858,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,8,28,Peachpit Press,,"So you have a great concept and all the fancy digital tools you could possibly require—what's stopping you from creating beautiful pages? Namely the training to pull all of these elements together into a cohesive design that effectively communicates your message. Not to worry: This book is the one place you can turn to find quick, non-intimidating, excellent design help. In <strong>The Non-Designer's Design Book, 2nd Edition</strong>, best-selling author <strong>Robin Williams</strong> turns her attention to the basic principles of good design and typography. All you have to do is follow her clearly explained concepts, and you'll begin producing more sophisticated, professional, and interesting pages immediately. Humor-infused, jargon-free prose interspersed with design exercises, quizzes, illustrations, and dozens of examples make learning a snap—which is just what audiences have come to expect from this best-selling author.","#<Hashie::Mash best_book_id=41597 books_count=21 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-30 id=41141 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=7 original_publication_year=1994 original_title=""The Non-Designer's Design Book, Second Edition"" rating_dist=""5:699|4:767|3:426|2:106|1:38|total:2036"" ratings_count=2036 ratings_sum=8091 reviews_count=3959 text_reviews_count=194>",191,Paperback,http://www.goodreads.com/book/show/41597.The_Non_Designer_s_Design_Book,http://www.goodreads.com/book/show/41597.The_Non_Designer_s_Design_Book,,
The Innovator's Dilemma: The Revolutionary Book That Will Change the Way You Do Business,2615,0060521996,9780060521998,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,1,7,Harper Paperbacks,,"In this revolutionary bestseller, Harvard professor Clayton M. Christensen says outstanding companies can do everything right and still lose their market leadership -- or worse, disappear completely. And he not only proves what he says, he tells others how to avoid a similar fate.<br><br>Focusing on ""disruptive technology"" -- the Honda Super Cub, Intel's 8088 processor, or the hydraulic excavator, for example -- Christensen shows why most companies miss ""the next great wave."" Whether in electronics or retailing, a successful company with established products will get pushed aside unless managers know when to abandon traditional business practices. Using the lessons of successes and failures from leading companies, ""The Innovator's Dilemma"" presents a set of rules for capitalizing on the phenomenon of disruptive innovation.<br><br>Find out: When it is right ""not"" to listen to customers. When to invest in developing lower-performance products that promise lower margins. When to pursue small markets at the expense of seemingly larger and more lucrative ones.<br><br>Sharp, cogent, and provocative, ""The Innovator's Dilemma"" is one of the most talked-about books of our time -- and one no savvy manager or entrepreneur should be without.","#<Hashie::Mash best_book_id=2615 books_count=3 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=nil id=1468535 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1997 original_title=""The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials)"" rating_dist=""5:6180|4:5683|3:3009|2:885|1:619|total:16376"" ratings_count=16376 ratings_sum=65048 reviews_count=45313 text_reviews_count=461>",286,Paperback,http://www.goodreads.com/book/show/2615.The_Innovator_s_Dilemma,http://www.goodreads.com/book/show/2615.The_Innovator_s_Dilemma,,
Fluent Forever: How to Learn Any Language Fast and Never Forget It,10144223,"",9781453572894,"",http://d.gr-assets.com/books/1355048986m/10144223.jpg,2011,1,5,Xlibris,,"The ultimate rapid language-learning guide! For those who’ve despaired of ever learning a foreign language, here, finally, is a book that will make the words stick.<strong> </strong>At thirty years old, Gabriel Wyner speaks <em>six </em>languages fluently.  He didn’t learn them in school -- who does? -- rather, he learned them in the past few years, working on his own and practicing on the subway, using simple techniques and free online resources. In <em>Fluent Forever</em> Wyner reveals what he’s discovered.  <br><strong> </strong><br>The greatest challenge to learning a foreign language is the challenge of memory; there are just too many words and too many rules. For every new word we learn, we seem to forget two old ones, and as a result, fluency can seem out of reach. <em>Fluent Forever</em> tackles this challenge head-on. With empathy for the language-challenged and abundant humor, Wyner deconstructs the learning process, revealing how to build a foreign language in your mind from the ground up. <br> <br>Starting with pronunciation, you’ll learn how to rewire your ears and turn foreign sounds into <em>familiar</em> sounds. You'll retrain your tongue to produce those sounds accurately, using tricks from opera singers and actors. Next, you'll begin to tackle words, and connect sounds and spellings to imagery, rather than translations, which will enable you to <em>think</em> in a foreign language<em>.  </em>And with the help of sophisticated spaced-repetition techniques, you'll be able to memorize hundreds of words a month in <em>minutes</em> every day. Soon, you'll gain the ability to learn grammar and more difficult abstract words--<em>without </em>the tedious drills and exercises of language classes and grammar books. <br> <br>This is brain hacking at its most exciting, taking what we know about neuroscience and linguistics and using it to create the most efficient and enjoyable way to learn a foreign language in the spare minutes of your day.","#<Hashie::Mash best_book_id=10144223 books_count=1 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=4766843 id=15042446 media_type=""book"" original_language_id=nil original_publication_day=5 original_publication_month=1 original_publication_year=2011 original_title=nil rating_dist=""5:2|4:0|3:0|2:0|1:2|total:4"" ratings_count=4 ratings_sum=12 reviews_count=10 text_reviews_count=3>",186,Paperback,http://www.goodreads.com/book/show/10144223-the-spiritual-power-of-nonviolence,http://www.goodreads.com/book/show/10144223-the-spiritual-power-of-nonviolence,,
Man's Search for Meaning,4069,080701429X,9780807014295,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,6,1,Beacon Press (Boston),eng,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945, Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later in his practice, Frankl argues that we cannot avoid suffering, but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. Frankl's theory--known as logotherapy, from the Greek word logos (""meaning"")--holds that our primary drive in life is not pleasure, as Freud maintained, but the discovery and pursuit of what we personally find meaningful.<br><br>At the time of Frankl's death in 1997, <em>Man's Search for Meaning</em> had sold more than 10 million copies in twenty-four languages. A 1991 reader survey for the Library of Congress that asked readers to name a ""book that made a difference in your life"" found <em>Man's Search for Meaning</em> among the ten most influential books in America.","#<Hashie::Mash best_book_id=4069 books_count=152 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=3236194 id=3389674 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1946 original_title=""Trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager"" rating_dist=""5:63321|4:36757|3:15131|2:3198|1:1308|total:119715"" ratings_count=119715 ratings_sum=516730 reviews_count=237360 text_reviews_count=6468>",165,Paperback,http://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,http://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,"[""Viktor E. Frankl"", ""Harold S. Kushner"", ""Ilse Lasch""]","
How to Think Like a Great Graphic Designer,426289,1581154968,9781581154962,"",http://d.gr-assets.com/books/1390434135m/426289.jpg,2007,10,30,Allworth Press,,"Take a peek inside the heads of some of the world’s greatest living graphic designers. How do they think, how do they connect to others, what special skills do they have? In honest and revealing interviews, nineteen designers, including Stefan Sagmeister, Michael Beirut, David Carson, and Milton Glaser, share their approaches, processes, opinions, and thoughts about their work with noted brand designer Debbie Millman. The internet radio talk host of Design Matters, Millman persuades the greatest graphic designers of our time to speak frankly and openly about their work. How to Think Like a Great GraphicDesigners offers a rare opportunity to observe and understand the giants of the industry. Designers interviewed include: —Milton Glaser —Stefan Sagmeister —David Carson —Paula Scher —Abbott Miler —Lucille Tenazas —Paul Sahre —Emily Oberman and Bonnie Siegler —Chip Kidd —James Victore —Carin Goldberg —Michael Bierut —Seymour Chwast —Jessica Helfand and William Drenttel —Steff Geissbuhler —John Maeda","#<Hashie::Mash best_book_id=426289 books_count=3 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=nil id=415342 media_type=nil original_language_id=nil original_publication_day=30 original_publication_month=10 original_publication_year=2007 original_title=""How to Think Like a Great Graphic Designer"" rating_dist=""5:279|4:305|3:202|2:52|1:17|total:855"" ratings_count=855 ratings_sum=3342 reviews_count=2816 text_reviews_count=54>",248,Paperback,http://www.goodreads.com/book/show/426289.How_to_Think_Like_a_Great_Graphic_Designer,http://www.goodreads.com/book/show/426289.How_to_Think_Like_a_Great_Graphic_Designer,"[""Debbie Millman"", ""Steven Heller""]","
"Lost Cat: A True Story of Love, Desperation, and GPS Technology",15793584,1608199770,9781608199778,"",http://d.gr-assets.com/books/1350952959m/15793584.jpg,2013,4,9,Bloomsbury USA,en-US,"Caroline Paul was recovering from a bad accident and thought things couldn't get worse. But then her beloved cat Tibia disappeared. She and her partner, illustrator Wendy MacNaughton, mourned his loss. Yet weeks later, Tibia waltzed back into their lives. His owners were overjoyed. But they were also...jealous? Betrayed? Where had their sweet anxious cat disappeared to? Had he become a swashbuckling cat adventurer? Did he love someone else more? His owners were determined to find out.<br><br>Using GPS technology, cat cameras, psychics, the web, and animal communicators, the authors of <em>Lost Cat</em> embarked on a quest to discover what their cat did when they weren't around. Told through writer Caroline Paul's rich and warmly poignant narrative and illustrator Wendy MacNaughton's stunning and hilarious 4-color illustrations, <em>Lost Cat</em> is a book for animal lovers, pet owners, and anyone who has ever done anything desperate for love.","#<Hashie::Mash best_book_id=15793584 books_count=13 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-41 id=21515558 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2013 original_title=nil rating_dist=""5:780|4:988|3:765|2:202|1:140|total:2875"" ratings_count=2875 ratings_sum=10691 reviews_count=6759 text_reviews_count=437>",176,Hardcover,http://www.goodreads.com/book/show/15793584-lost-cat,http://www.goodreads.com/book/show/15793584-lost-cat,"[""Caroline Paul"", ""Wendy MacNaughton""]","
The Gift: Creativity and the Artist in the Modern World,433775,0307279502,9780307279507,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,12,4,Vintage,,,"#<Hashie::Mash best_book_id=56472 books_count=16 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-9 id=55034 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1979 original_title=""The Gift: Creativity and the Artist in the Modern World"" rating_dist=""5:618|4:485|3:263|2:113|1:28|total:1507"" ratings_count=1507 ratings_sum=6073 reviews_count=5336 text_reviews_count=267>",464,"",http://www.goodreads.com/book/show/433775.The_Gift,http://www.goodreads.com/book/show/433775.The_Gift,,
MONEY Master the Game: 7 Simple Steps to Financial Freedom,23014006,1476757801,9781476757803,"",http://d.gr-assets.com/books/1420938135m/23014006.jpg,2014,11,18,Simon & Schuster,,"Tony Robbins has coached and inspired more than 50 million people from over 100 countries. More than 4 million people have attended his live events. Oprah Winfrey calls him super-human. Now for the first time - in his first book in two decades - he's turned to the topic that vexes us all: <em>How to secure financial freedom for ourselves and our families. </em><br><br>Based on extensive research and one-on-one interviews with more than 50 of the most legendary financial experts in the world - from Carl Icahn and Warren Buffett, to Ray Dalio and Steve Forbes - Tony Robbins has created a simple 7-step blueprint that anyone can use for financial freedom.<br><br>Robbins has a brilliant way of using metaphor and story to illustrate even the most complex financial concepts - making them simple and actionable. With expert advice on our most important financial decisions, Robbins is an advocate for the reader, dispelling the myths that often rob people of their financial dreams.<br><br>Tony Robbins walks readers of every income level through the steps to become financially free by creating a lifetime income plan. This book delivers invaluable information and essential practices for getting your financial house in order. <br><br><em>MONEY: Master the Game</em> is the book millions of people have been waiting for.","#<Hashie::Mash best_book_id=23014006 books_count=12 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-44 id=42580254 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=2014 original_title=nil rating_dist=""5:1072|4:964|3:636|2:282|1:173|total:3127"" ratings_count=3127 ratings_sum=11861 reviews_count=8206 text_reviews_count=1053>",688,Hardcover,http://www.goodreads.com/book/show/23014006-money-master-the-game,http://www.goodreads.com/book/show/23014006-money-master-the-game,,
